timestamp,id,gender,age,x1,y1,x2,y2
2025-12-11 12:08:48,305,-,-,526,4765,12816,14419
2025-12-11 12:08:48,306,-,-,3223,1716,6824,4599
2025-12-11 12:08:48,307,-,-,658,4707,13016,14414
2025-12-11 12:08:48,308,-,-,6790,3298,14058,9227
2025-12-11 12:08:48,309,-,-,3376,1759,6969,4645
2025-12-11 12:08:48,310,-,-,3427,1703,7020,4517
2025-12-11 12:08:48,311,-,-,602,4598,12560,14006
2025-12-11 12:08:48,312,-,-,6637,3373,13916,9062
2025-12-11 12:08:48,313,-,-,537,4829,12732,14461
2025-12-11 12:08:48,314,-,-,6067,3555,13516,9462
2025-12-11 12:08:48,315,-,-,-3078,-896,9994,12504
2025-12-11 12:08:48,316,-,-,6241,3345,13698,9329
2025-12-11 12:08:48,317,-,-,6445,3395,13773,9235
2025-12-11 12:08:48,318,-,-,3067,1661,6761,4571
2025-12-11 12:08:48,319,-,-,652,4778,13122,14517
2025-12-11 12:08:48,320,-,-,6021,3329,13515,9213
